trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc,val_mean_brier
4,1,5.6197948042445,0.15145871490451024,0.7520509306629406,0.1871576476128259,0.18910080028094678,0.18987630063445926,0.188711582842744
4,2,5.527088989214076,0.15151504421475237,0.75077594113163,0.18061201336312882,0.18169962634047118,0.17175712800710516,0.17802292257023508
4,3,5.49892472162965,0.1499298851951658,0.7507677293649894,0.1991088442461663,0.1885227202164526,0.19510518079101144,0.19424558175121012
4,4,5.469749189463238,0.14993276739272351,0.7484840695689049,0.1734267791388691,0.17679930902563318,0.17503306976857205,0.17508638597769144
4,5,5.445570243062766,0.15001179104206844,0.7473357831562369,0.183792851789756,0.17933887113971783,0.16967708686332256,0.17760293659759877
4,6,5.422350496387055,0.148410761118615,0.7467082171950965,0.1942190853678957,0.18236859273417969,0.1834247410584659,0.1866708063868471
4,7,5.40759910504201,0.14915208062112414,0.7486790799135659,0.19750094357732134,0.1851497553193931,0.18461651820461333,0.18908907236710926
4,8,5.385415959322657,0.14864141263943068,0.7466164090994539,0.1783316366630089,0.1771831749795191,0.17156307960455391,0.17569263041569397
4,9,5.373469274404954,0.14905383970705266,0.7465370045945443,0.18218238034495213,0.18019192027592182,0.18075531994025495,0.18104320685370964
4,10,5.356617749226262,0.14830835416238877,0.7465582260947581,0.19514503180293902,0.18530677963919914,0.18671521272892772,0.1890556747236886
