trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc,val_mean_brier
3,1,5.6548203905512375,0.15164102206310057,0.7526707491096765,0.1937616109105317,0.19269888317540007,0.19529207638142812,0.19391752348911995
3,2,5.5196004909512535,0.15036366142304972,0.7498057988721338,0.18215328354699997,0.1843741912443336,0.18234756380274475,0.18295834619802612
3,3,5.484173555546604,0.15670489613372404,0.7515035686448204,0.18450804379935637,0.1777703478716485,0.1739519946555821,0.1787434621088623
3,4,5.449654935190342,0.14994613636359702,0.7491057603701118,0.20105095714507273,0.195371217916545,0.20043796601298836,0.198953380358202
3,5,5.419287336974958,0.15050884783925092,0.7482278632894094,0.18990224052207097,0.18454846345420953,0.19341753088961425,0.18928941162196491
3,6,5.393306390995591,0.15159304137179427,0.7490323583550025,0.17457251549779704,0.17482962362114432,0.1699128315736139,0.17310499023085177
3,7,5.366587516356546,0.15129644303494993,0.7498017068161752,0.20884058060931107,0.1931311923760851,0.19994121439037787,0.20063766245859135
3,8,5.342882938610805,0.14952133881384086,0.752190624321535,0.21247867857128744,0.19803957947835493,0.21434149126725785,0.20828658310563342
3,9,5.321226080392031,0.14899689699352786,0.7479647722741012,0.17301356729194753,0.17723637293878558,0.1690331803250301,0.17309437351858772
3,10,5.301042119817534,0.148796307943187,0.7472990053382991,0.18627663971469877,0.18434650967303387,0.1876162804002952,0.18607980992934262
