trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc,val_mean_brier
5,1,5.5475396109697,0.15213726096152155,0.7502124929964503,0.1589287861209664,0.1751847941409688,0.16675355110169005,0.16695571045454174
5,2,5.434290450981336,0.14930681505837584,0.7461303616068747,0.18354432031144535,0.1797053473574726,0.1766874060257115,0.1799790245648765
5,3,5.403095767807258,0.14833373303181582,0.7466100410926189,0.16130976726273685,0.17227077853765985,0.16151615564298008,0.16503223381445895
5,4,5.376138306321091,0.14943985329480122,0.7442746256760651,0.17203876946285984,0.17872134671768575,0.16557887719107967,0.17211299779054176
5,5,5.350754501729193,0.14759626815226157,0.7434738051332452,0.17581198038494986,0.18187866872644268,0.1780564347925166,0.17858236130130303
5,6,5.327785499643866,0.15073384915296806,0.7458070483545851,0.18585526625647206,0.18247123881514585,0.1850821615087611,0.184469555526793
5,7,5.3045606897714155,0.14871965097251286,0.7443692088626059,0.16499798583196082,0.1728124287442861,0.16409010432652787,0.1673001729675916
5,8,5.283027533415401,0.14861626102680742,0.7445025996119271,0.1682897838300886,0.1726773918528682,0.15288276277051385,0.1646166461511569
5,9,5.252169587737226,0.1487381308328787,0.7456198226390138,0.1529728091551492,0.16583904094035087,0.1437825311578759,0.15419812708445865
5,10,5.230310854835604,0.1474086639470541,0.7407496537593801,0.18402558549170414,0.1835831347912934,0.17729958749402563,0.18163610259234106
