trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc
2,1,4.981964939672735,0.14641457383086068,0.7230802596693141,0.139817286347504,0.17692174443417658,0.18872720566824788
2,2,4.837238764575711,0.14554996804280682,0.7192550954462283,0.1645791078746732,0.17571160931305782,0.19014833080235508
2,3,4.7982877691846,0.14349049296982924,0.7166518398837628,0.15672288529681788,0.1783024297565388,0.18440378265388985
2,4,4.780058236031103,0.14352136214047942,0.7178562159036718,0.14009910626150276,0.16377224534845458,0.15396716863758628
2,5,4.757458126788214,0.14568765838192418,0.7200805679367667,0.12582265401636447,0.15480402418837697,0.13051843343440295
2,6,4.745523476765598,0.14432299780604213,0.7199859635234942,0.12646874283575552,0.1560732888558069,0.13796041195190475
2,7,4.735424177194215,0.1432547863679922,0.722180175508181,0.1303627266923637,0.14960963806279703,0.12988052881174705
2,8,4.722483420014893,0.14365096888358897,0.7220212030725454,0.12316636505797991,0.15082469037447432,0.13235356282922578
2,9,4.717863731229268,0.14228191780707658,0.7170252524942398,0.12772597673875055,0.1580397254602292,0.15164583309429053
2,10,4.713235875252153,0.1436604283711928,0.7143320304659829,0.15327693190316702,0.16323661924614732,0.15225444418184542
