trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc
6,1,4.995804329955707,0.14635187002241234,0.7252573374567962,0.1521603739340987,0.16708408187584295,0.18179926841943414
6,2,4.847251572747907,0.14614271199556217,0.724068041587044,0.1066415873092109,0.14979525097810326,0.11087209640737307
6,3,4.8111185850329115,0.14437519955344966,0.7195304040423877,0.12438408098223305,0.16316583569733073,0.14899945839695294
6,4,4.782249266057485,0.14285501922141658,0.716821331919959,0.12756273310579747,0.15092593735980478,0.13453764490985118
6,5,4.764804966624186,0.1474244673647155,0.7195405812308562,0.13263279775237796,0.16344064263229507,0.15745787060718663
6,6,4.749315991947734,0.14276678208707919,0.7161032884861975,0.1294144123267095,0.16400890151884476,0.1599847015085643
6,7,4.738876296868919,0.1430794479392748,0.7162238414156354,0.13820226359988227,0.1627882613900935,0.14117930407786597
6,8,4.729573692253086,0.14672802927423567,0.7235706957176373,0.11613030113346627,0.1525746242201225,0.13754189105536752
6,9,4.721163619738704,0.14239300298382843,0.7169734433160296,0.14523533390864424,0.1665507602061958,0.1542619252160938
6,10,4.709314085609803,0.14162512254886628,0.714784403812653,0.13628542915411604,0.16408065299425725,0.14587997376636003
