trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc,val_mean_brier
12,1,5.718291082327087,0.15253755305105426,0.753809689764985,0.20634132888225287,0.19307435136551507,0.20174242159592257,0.20038603394789686
12,2,5.597110177002053,0.15197876222061082,0.7528916715415126,0.20497274078031755,0.1919238247513896,0.20488224155437812,0.20059293569536174
12,3,5.5425702323671775,0.15069907808994928,0.7521252832813294,0.18851322554873234,0.18386658358047953,0.18112335311525227,0.18450105408148806
12,4,5.5019332933212555,0.15308881594505272,0.7508725657864892,0.18480393864096278,0.18402579407644784,0.17607009635530885,0.18163327635757312
12,5,5.470025612026075,0.1520732419510871,0.7528812319601449,0.18050319597394607,0.18218186166594763,0.17188629045481074,0.17819044936490147
12,6,5.447241521655046,0.1505759544906257,0.7516159284356039,0.2011847857762598,0.18966931438697598,0.1911332041494196,0.19399576810421845
12,7,5.415956771747111,0.15139841052490638,0.7536426316910174,0.19319359651591655,0.18917099562153403,0.1928497289590646,0.19173810703217173
12,8,5.396955952548341,0.15050302812891378,0.7522454568604251,0.20270105110241599,0.1927638825146058,0.1925197639918351,0.1959948992029523
12,9,5.369826828562262,0.15029802408685378,0.7528338818674758,0.19695216122023979,0.18988510212620957,0.1985188437411698,0.19511870236253973
12,10,5.345482982600651,0.15020483393664188,0.7501793972825644,0.18800713253392845,0.18627516058784885,0.1841216250715806,0.18613463939778596
