trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc
13,1,4.950812764660268,0.14472854239801236,0.7242391427884768,0.13831336802698352,0.15505311412055114,0.14011625164046576
13,2,4.761106460930962,0.14360085307727552,0.7210835677495336,0.12763012168177276,0.1540855065491166,0.12736247157106795
13,3,4.703070052340349,0.1422931237287417,0.7176735447391134,0.14408389254441645,0.16598940636091666,0.15236557191377306
13,4,4.669743154584072,0.14166172839642766,0.7139707056639996,0.16597893272841285,0.1780702660552306,0.18586376904948762
13,5,4.649902496384116,0.14252631951736786,0.7167520547007415,0.14038892330638875,0.1598262401195559,0.14271646228541393
13,6,4.618360730403399,0.14217252448486742,0.715959944760667,0.1466627562410984,0.15897711098962738,0.14456959778358744
13,7,4.604597537220635,0.14118893916811145,0.714290478957155,0.18050217361467047,0.1798163617486194,0.19013497152921363
13,8,4.584824494423038,0.14084404431573905,0.7139154293581288,0.13703778046264,0.15636826618778388,0.15879107976692758
13,9,4.5740428733167855,0.14145713456815517,0.7124772761118491,0.12332605933934626,0.1539868845005602,0.13167881300621415
13,10,4.557241592253437,0.1415842749950726,0.7142878435856341,0.16168127049525835,0.17163638585494,0.1618605774331517
