trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc
4,1,4.636650491214172,0.13982766615437792,0.7066654193649906,0.12819265052124262,0.15942972635608885,0.15152097953370974
4,2,4.431534114255557,0.138035651703628,0.7056161346634402,0.12614323095200056,0.15008294083269208,0.12298000455048512
4,3,4.362226686354985,0.13717595907090432,0.702408243805488,0.13185220748252682,0.15579667340905687,0.1663779040382744
4,4,4.322338223501784,0.13972107369374834,0.7093954204179295,0.14280010463759235,0.1687211180290683,0.17065608341994293
4,5,4.284407143047014,0.1365186246627137,0.7006865121139852,0.12391407328435457,0.14519485342810767,0.13493312834556762
4,6,4.25902130026412,0.13649525484297334,0.7069050688852268,0.13490140361983144,0.1613285772447511,0.16694510239461138
4,7,4.235280126844388,0.13758797793834104,0.7173082124014329,0.12226318994887363,0.1635674651683462,0.16857333450022935
4,8,4.215602795149656,0.13659218333715098,0.7042932925579132,0.12535432760470674,0.15013458325944087,0.1346965913008483
4,9,4.19104674398499,0.13557683727590414,0.6985417646720993,0.11930375826220692,0.1421827964532231,0.1252881254228855
4,10,4.171483387327479,0.13541401295358063,0.7073097897157883,0.11398668454581903,0.1524684389950945,0.1430167524586925
