trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc
3,1,4.720522501465992,0.14804217221137486,0.7188965546207353,0.13512649929995857,0.16144412634389244,0.16757348908211622
3,2,4.560214022936059,0.14037188143187077,0.708049561792274,0.1275488413809815,0.1658434897084671,0.17336316652106012
3,3,4.494345809602044,0.1414421802445052,0.7192402174777451,0.13796534591071818,0.16686494187225032,0.17026333148722797
3,4,4.465673302964315,0.14099982368373654,0.7089406554327583,0.13606898581858326,0.15827244358304926,0.14163456061298835
3,5,4.4351242649612965,0.14187045816010843,0.7095910967838746,0.14219131641305488,0.16223657828066546,0.1646019999175362
3,6,4.417602601133084,0.14605627404298724,0.7152295273749761,0.09535323277892632,0.1393130761838953,0.1202148706973804
3,7,4.399964857225848,0.14315379774262837,0.7199949922156926,0.1381961622913638,0.16599170291569212,0.16289206632678108
3,8,4.394392541927319,0.13851832625300392,0.7103321252140063,0.12447188003243041,0.14943473553806774,0.1380264791169191
3,9,4.384859067488197,0.1396279734549622,0.7150932645201293,0.12964851346583486,0.15916700608440187,0.162585080011276
3,10,4.369907975418995,0.14073231306984918,0.7128266283856114,0.13232495491119223,0.1509281125472895,0.1455101912840347
