trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc
10,1,4.982122223995046,0.14666353428950502,0.7248904112408437,0.13305193516581892,0.16051319834831185,0.1423686864954224
10,2,4.854432893555265,0.14749968598210594,0.7261463166096893,0.1427486445944477,0.16308003533371454,0.149783451036347
10,3,4.812028882549496,0.14527445347437745,0.719700735142878,0.11705976107592729,0.1601940759705132,0.1466787396849284
10,4,4.782530637866874,0.14540456901774954,0.7205827634315938,0.13099484844517417,0.15499141051943854,0.14061486231360928
10,5,4.77405777080953,0.15158895527025626,0.7210445041863169,0.14988639873152593,0.16659002943999965,0.16476284540999506
10,6,4.7555934098388475,0.1442919468226476,0.7194298543475076,0.12293485945854181,0.15509324907340039,0.13507193621292446
10,7,4.744711459432793,0.1440568696305915,0.7159968984693789,0.1485220956957324,0.1659640373850934,0.16917215252232867
10,8,4.731693921303165,0.14659230401885504,0.7186680089705462,0.14343433928695712,0.16664185637584036,0.1694232952488643
10,9,4.72329898314093,0.1442386450826836,0.7204891041242469,0.11437850831642657,0.1501437420246529,0.13069681954793105
10,10,4.714856467780074,0.14423633042726186,0.7184993707441453,0.14141293578145048,0.1693283215382929,0.1704161753424684
