trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc
0,1,4.778951439903708,0.15044103896745095,19.13065524025778,0.15297091555734602,0.16763479540973625,0.17029405011354773
0,2,4.605909357846095,0.14752067642396752,1.4696377914088342e+29,0.11585656706467728,0.1508357190231712,0.13819085676661952
0,3,4.56282358948283,0.14793409281880807,inf,0.13645638119411058,0.157224652540545,0.13561013378706616
0,4,4.530857875398697,0.14391345265954214,inf,0.13044862889303432,0.16011785015564367,0.14712644045808013
0,5,4.515005882598854,0.14295036590882035,52319312961965.56,0.13546401946713502,0.15836803018008058,0.144351408785487
0,6,4.497579475021647,0.1416206449474685,847709156380353.6,0.14997614210335422,0.17460045882195396,0.1808747696191238
0,7,4.476712953590973,0.14413865444084908,1.6234309413754624e+23,0.13835221433302416,0.17080326758410966,0.15792607672581496
0,8,4.467011720186556,0.1436802192140072,inf,0.12075882409775349,0.15926352323335444,0.15705561982547972
0,9,4.459168769280294,0.14065156186661498,inf,0.13559277988795,0.16024678794962968,0.1545753824279194
0,10,4.445153223765955,0.13930879661144904,inf,0.1403206349450802,0.16513415667434092,0.15685804251651594
