trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc,val_mean_brier
10,1,5.622229062826397,0.15072349490571885,0.7499567243132257,0.18699846884872778,0.18367099907350215,0.18425005888149212,0.18497317560124069
10,2,5.525398151542072,0.15226662118078732,0.7562543310809926,0.21046569683415228,0.19226801371545035,0.20784577844528543,0.20352649633162934
10,3,5.489458877768293,0.1500350350152234,0.749359177727494,0.17723877729524234,0.17662186430301619,0.16801447124098337,0.17395837094641398
10,4,5.469222700258052,0.14930317026785273,0.7485637037432955,0.190917238101911,0.1864530248471886,0.19222085889022333,0.1898637072797743
10,5,5.437762921732989,0.14906688788191835,0.7478173268597511,0.19687645726616962,0.18485852784916215,0.18842843044244476,0.19005447185259217
10,6,5.415031123392445,0.1481831370534875,0.7466913290582038,0.18650333302409183,0.1845784574653639,0.17779568423488679,0.1829591582414475
10,7,5.402017899852115,0.14836821909397613,0.7476029208080862,0.19570546494743887,0.18517407528457872,0.19140106863760403,0.19076020295654053
10,8,5.382812157928899,0.1487719516735524,0.7467179621861053,0.19078620973878155,0.18474940198417047,0.18233734572729543,0.1859576524834158
10,9,5.366565166703807,0.151583594113478,0.747907128019436,0.18047210836744973,0.1794865318979234,0.17192927398052993,0.17729597141530104
10,10,5.351761094186841,0.15008179091674825,0.7484027869339858,0.19322306113432705,0.18514248045783094,0.192264834836303,0.19021012547615365
