trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc
2,1,4.915808169900438,0.15346730549135068,433238.1663990137,0.140879525250727,0.16540195648344977,0.1620783934251183
2,2,4.635013625659132,0.14496212469037453,2003308.6696884478,0.13342695232753032,0.16547211438420933,0.15947726903176476
2,3,4.580994157094194,0.14120335223231115,516454334.496628,0.1430201403206208,0.162940123566971,0.1600868760450753
2,4,4.553010102353107,0.13973560728999146,18577390099.522717,0.1407398947688621,0.16642934303895615,0.16049475509434086
2,5,4.5285271223937285,0.13899643377089413,482807136382.41437,0.1519296404476534,0.16452964853827162,0.16299438574927283
2,6,4.512073234157008,0.1406128786793076,1181212204029245.8,0.12370943819194047,0.15217663067413248,0.14174204603253632
2,7,4.500057209613694,0.1397075570011609,1.6341272411134715e+22,0.12169529022547841,0.15644100539035707,0.15071025892241216
2,8,4.488737851359078,0.1386936813072084,3.828887530811163e+28,0.11745202143565178,0.1507231038148671,0.13690916331093547
2,9,4.480113172246662,0.13868026374125342,inf,0.12932805986138696,0.1564525205110029,0.1502161542425086
2,10,4.476056477278582,0.13924551402049898,inf,0.12851734602447082,0.15180302906970414,0.13629515963037497
