trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc
13,1,4.740570141437824,0.14255937065147123,1.2337061333861883,0.1341580972850287,0.1556661244245156,0.14552542638421503
13,2,4.582176422841217,0.1410050827008753,1463788.2409997247,0.14102462729262813,0.15823508181638773,0.15731260904452965
13,3,4.545100388089712,0.14209500644704853,3.627246532991212e+18,0.12021319106107338,0.15462093532564522,0.14042304410222203
13,4,4.514445349683779,0.1457949085221934,1.4147124582316267e+29,0.11531834410682021,0.15665193012191272,0.14523606226162689
13,5,4.496765398081605,0.14338931811767394,inf,0.1210730782971079,0.15458909020618017,0.14029936154622433
13,6,4.480693079156303,0.14170229071524085,inf,0.12784248399647274,0.15063884883851283,0.1389623427311016
13,7,4.468934805066149,0.14180491615300966,inf,0.12861939315616672,0.1557840491871073,0.1443311280455661
13,8,4.457391686057182,0.14158659713758148,inf,0.13899206295665376,0.1623654606337471,0.1490910668578685
13,9,4.453149315654298,0.1399824311737724,9.755526943249224e+27,0.1274840864887327,0.1532017543826511,0.14414669761162885
13,10,4.444467399506772,0.14239027511242466,9.913133144271397e+26,0.14566993601086714,0.162218022475431,0.15052026216458966
