trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc,val_mean_brier
9,1,5.662650065400723,0.1527191339391657,0.7534444131393583,0.18399937779703282,0.1816029003872017,0.1741982538987307,0.17993351069432173
9,2,5.5285852407893525,0.15325040019032926,0.7540416035939898,0.2013618142444273,0.19126042676810703,0.19118753031721464,0.19460325710991633
9,3,5.48332359344545,0.15146225540475264,0.7512604687687412,0.17249845753801663,0.1755716007294561,0.16533019074296382,0.1711334163368122
9,4,5.448339306757043,0.15122528970306448,0.7481535895697559,0.2030179222701379,0.193132579711723,0.20265595053229016,0.19960215083805036
9,5,5.413972119934785,0.14972466861428402,0.7507316912550768,0.19088620097882275,0.18775312388107404,0.1940098473014008,0.1908830573870992
9,6,5.391746075628054,0.15020477598434062,0.7472135155329493,0.187192465895832,0.1853875190568017,0.17972194311413678,0.18410064268892348
9,7,5.367028676912377,0.15083163592011994,0.7513399955569945,0.19700378402454014,0.18672818851182424,0.1952747522497149,0.19300224159535975
9,8,5.345891375447457,0.1492605609648929,0.7475437498008524,0.19360795531827832,0.18601008866782953,0.1909423086769132,0.19018678422100702
9,9,5.317782779134626,0.14985660537193085,0.748666777088508,0.16089096378894724,0.16760010771597986,0.15327278573318304,0.16058795241270338
9,10,5.299702959172678,0.14955373947997008,0.7464367686797222,0.1948951567266818,0.18928532762744912,0.1847507468322502,0.1896437437287937
