trial,epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc,val_mean_brier
0,1,5.71942321530569,0.15153791921907706,0.7528645988835269,0.21946320099977595,0.19509067317837597,0.21122960707195873,0.20859449375003689
0,2,5.595800149271863,0.1507029340952109,0.7545808014240463,0.2171544432946832,0.1970522875764946,0.21617611156495803,0.2101276141453786
0,3,5.566443831595265,0.1503292625195603,0.749781078145067,0.19696982161542287,0.19042787646385193,0.19076054269933004,0.1927194135928683
0,4,5.540920594305711,0.14994207494048473,0.7492575180049148,0.20413908711576267,0.1869325135024881,0.2006284336578222,0.197233344758691
0,5,5.523281962723985,0.14973737231154768,0.7506861083195521,0.205265744665147,0.19216410180233146,0.1921270909920722,0.19651897915318353
0,6,5.515406290867896,0.14996296803723333,0.7487669897655946,0.202597761997689,0.19274007912602711,0.19778180089776282,0.19770654734049298
0,7,5.492097216342297,0.14988040923017631,0.7490320505678998,0.19571205894342597,0.18460231544322153,0.18607143724211425,0.18879527054292058
0,8,5.476905018957936,0.15011690284461368,0.7506243496750342,0.1983394494508081,0.1838462158625066,0.19529849446836894,0.19249471992722786
0,9,5.468990175871596,0.14945443945033118,0.749360141422249,0.21188401229651088,0.19086153746140636,0.20432762046006664,0.20235772340599464
0,10,5.461167117893296,0.14987277089924803,0.7516301293189731,0.19694279405305484,0.18939879508969942,0.19582872849791436,0.19405677254688955
